"Response ID","Q6_Response","Group"
"R_8eqcjeFwVv6NoPg","The voice of the ""AI"" is not wholly convincing. It comes across as too artificial for my taste. Improving the realism of the voice would help.","3"
"R_9Ck3wzwhFtihMPE","More slim line. Even if the robot wasn’t a hand but was even in the board and could move the pieces from underneath ","3"
"R_8YxDqIX99XeQc74","Improve the speech so it sounds more like a real person.","3"
"R_8qXhQlvnw6RJhf3","make it smaller and a neater robot,","3"
"R_2O6pssDpjblhGXd","Could be smaller for home use.","3"
"R_21HQB9wnACxYbBG","probably something that smaller in a human form","3"
"R_25WNktw70XCKN9N","It should make decisions on its own. ","3"
"R_8r60nFT48EWoUL9","Reducing the roboticness of the voice","3"
"R_6WxYwMiywWUgPFn","Maybe a better design to make it look nicer/less robotic","3"
"R_6MMS4ILBRBGUVP6","Nope I am not a robotics engineer so I have no idea how to improve this","3"
"R_52gy5wQBh5OvwGm","Motion & Control Enhancements:  If movements are jerky, refine motor control algorithms (e.g., PID tuning). If speed is inconsistent, optimize motion planning and actuator response. Stability & Balance Improvements:  For walking robots, improve weight distribution and use better gyroscopes/IMUs for balance. For wheeled robots, adjust wheel traction and suspension. Sensor & Perception Upgrades:  If the robot struggles to detect objects, enhance its cameras, LiDAR, or ultrasonic sensors. Improve sensor fusion to combine multiple data sources for better decision-making. ","3"
"R_4phBIyXpUEA2Lwg","Lessen the noise when it moves if possible and maybe wrap it in something to imitate the appearance of a human arm and hand ","3"
"R_21NBDzSUkXsPuud","No immediate recommendations, as do not know enough about the technology and it is not fair to judge by a short video. ","3"
"R_3dX9RQg9gxEF2yC","I think it would be cool if you could change its voice to a female or different type of accent. Also at times I found its movements loud and speech hindered a bit","3"
"R_8P6flJKcdFm1DHj","Maybe a screen showing a face,","3"
"R_3OOijoZgBxluhOO","I think if it didnt have any wires it would be cooler maybe a cooler design too","3"
"R_3xADPAg6GKe3RC1","I thought it was decent but it seemed limited in range; I would have like to see more flexibility in motion. ","3"
"R_2RaVBmS1u2kS5eO","Explain why one move may be better than another","3"
"R_6bzwaHhdSn04r0B","Make it cheaper or else you will get a very small amount of rich chess lovers wanting this for home entertainment or a bar or restaurant using it for fun.","3"
"R_8AYjves5E09DdDj","I think a quieter motor to reduce the hum and buzz during movements, maybe a less clinical colour, something more neutral rather than a stark white.","3"
"R_8CfdmC9uIOQiCqZ","Reduce the size of the robot it looks intimidating.","3"
"R_9Vg5C5OOoahk7oM","Don't believe so. It could be a little less tall, have a better movement capability.","3"
"R_2YGrDdpyxjVfFgi","Give it more personality","3"
"R_2qJM34eSyeAHaXp","Make the claw portion of the arm smaller and , where possible, aproach the pieces horizontally rather than from above.","3"
"R_814sPTpJPpGPHrP","i don't have any recommendations","3"
"R_5Z1i1dYch0bH1AZ","maybe make it more attractive looking ","3"
"R_5oXVqrBiTdmrRxR","Not at all, i do not have any recommendations.","3"
"R_2GxMjZxDgqDNcuQ","The tone is very flat and the explanation itself feels a bit soulless, which I guess is just a result of it being trained through a chatGPT input. I feel for it to have a wider appeal, others may expect it to be more expressive.","3"
"R_3qCZAwMPdSzFdw5","Perhaps give it various options for voices, such as female.","3"
"R_3JpBR0V1nLk4jEl","Maybe make it more visually appealing or customizable. Let people choose the color. Also for those who can't hear, add captions somewhere on the robot that work like a teleprompter would. ","3"
"R_8h6GNtNP3rUsvMI","No, I just don't like it. ","3"
"R_3VL8qRmOKeWvHbY","I do not but robots are becoming much more smarter ","3"
"R_8EhG0QgLRULb9JL","Less movement noise.","3"
"R_2oSfCQF25sK9PXw","make it more human looking , and less sounds of movement when it is in motion","3"
"R_8s0RpYlhgPx0yS4","Just the appearance would need to be improved. Feel like there’s a lot of wires everywhere and exposed. ","3"
"R_2FRHptRTFnrbXmp","It could be made smaller and with quicker movement.","3"
"R_7qInihKkpRceS3J","The looks of the robot are strange. If it were a realistic hand maybe that would be more entertaining. ","3"
"R_2F2mhvQbarhNpxl","It could be more visually interesting ","3"
"R_5KqCrMFGHUyVqZL","Less wires so better visually ","3"
"R_6c6DPe0IFlAkzik","Maybe try to make it more silent because it's pretty loud when it moves.","3"
"R_65apGsEDsPlMpOx","The robot's voice could use a little work, it is not very pleasing to listen to. I think the arm could be much more smoother and less squeeling sounds.","3"
"R_7cjLueNOoH5zJx7","Seems fine to me! Maybe make it a bit more human with some humor?","3"
"R_1ffJP1gYJXCwvFL","If possible, limit the movement sounds as much as possible. Perhaps have a way to speed up the voice for those who are impatient, if that is also possible. ","3"
"R_2bOVJvxFj1yGYUx","voice is very robotic","3"
"R_6QF48fpEppRXQPv","Make the model more compact and portable.","3"
"R_8GgwASP8Hrb89rj","maybe human looking ","3"
"R_3PGgvFSkbniJPJj","If it was more slimline it would suit a household better","3"
"R_2shkNDRgXjSmPkR","I would the robot to be more flexible and more human like","3"
"R_88vPznpJUQJxIcN","I found the voice too monotone and difficult to listen to so a way to customise it's voice would improve it and give it more character.","3"
"R_2Cl5QMdC9ayXoSB","You can dress it up however you want, it'll still just be a creepy robot.","3"
"R_8nGRvrmPSvGZWo1","It shouldn't touch a piece unless it is going to move it.  Basic rule.","3"
"R_8CfI8LCc5TqF1qj","I guess it sounded a little noisy as it made the moves but that is probably expected. Perhaps a little less noisy moves might be a better experience. Excellent and clear communication from the robot. ","3"
"R_9DpCPIBN5QHSU77","I think the audio/speaking could be improved to sound less like a prerecorded message and more conversational to feel more ‘real’","3"
"R_1DnAQE48HAEKCFI","I'm not sure but it seems like something with a smaller form factor and more flexible and less noisy movement would be good.","3"
"R_4gjUBYa4qHu4jXN","Maybe less movement would be helpful. Heading all the way back to neutral before moving to the next piece makes it seem very unnatural and slow.","3"
"R_81GdDzSxaJiGYMF","Improve the design. It looks like a flailing robot arm. I'm sure there's a way to make it look more appealing.","3"
"R_8aHhb65oG82KJUt","perhaps not so bulky","3"
"R_2Pq8r7O233Ef271","I feel changing the voice is a must. The more adventurous approach would to select a voice or an accent for the robot with a lot more character. ","3"
"R_2LmgQXVJxRlGTaF","No, I hate them. As someone who has no interest in them whatsoever, I am the wrong age group to ask, so I shall leave that to my children and grandchildren. ","3"
"R_2I9vDzdgCRwbvQb","the robot should also sit and have adjustable, e.g sometime player might prefer a silent robot","3"
"R_8fltKCWjqdQFv5O","More human voice and a quieter motor","3"
"R_5cTIuquwC9qRHZn","More human voice. Movements have mechanical unpleasant noise.","3"
"R_1r9pBOOwldUwxDC","If there's any way to lower the noise of the robot when it's moving, that would be the biggest complaint I have.","3"
"R_8hzrvxgtigSnbpV","A smaller version closer to the board and if there was some noise reduction in the movements it would be better for playing chess.","3"
"R_7yIT4EXpIbXIKuB","The robot could also mention what would happen if the chess pieces moved to a certain spot. For example, if the Queen was place at b7, what could the opponent do?","3"
"R_3htrqbMbPxqElfw","Not really something I know much about","3"
"R_5xC98pQBYATkQZH","Give it a face, have it move faster and a more animated voice","3"
"R_8e8WD0qHQa4efEv","Make it's movement silent and also perhaps a face where the mouth moves when talking. ","3"
"R_8cutV5OnxSpn8TQ","No I have no recommendations","3"
"R_2PdM70F5hHveRh7","Higher spec motors that are faster, smoother and quieter when operating ","3"
"R_8JEAJcmQKGi35oN","potential improvements could be to improve the natural motion of the movements so it appears more user friendly and human-like when playing chess. and potentially make it more compact whilst also making the speech patterns more natural sounding. ","3"
"R_25zQXxnKAB1gtr3","Maybe it could look forward at some pints so it's not facing down all the time. This was it would connect with the user more.","3"
"R_81z2xcrbSx1C4fs","Maybe give it human features or a puppy","3"
"R_80JeSwjnNEqQInW","more life-like. Better inflexion of voice at the right times","3"
"R_8Cka6NlQmRKZAOd","I think if it was not so noisy and mechanical sounding . It could also look a little better , it just looks like quite an ugly bit of machinery and is not aesthetically appealing.","3"
"R_2QQfvepFmQFhzKB","no, i think that the robot is fully programmed and couldnt be better,altho advances come on board very quickly","3"
"R_8iHth3U7GiqdRnP","how loud the motors are","3"
"R_2dXn1A2XRmp1kuf","not really, as it is not my specialty.","3"
"R_3e8fYydMKUTa6se","I think make the robot smaller and maybe have a different shape so it is a big more conventional for the average home. ","3"
"R_8DcK5epBgJWqJjB","A smaller version of this could be more appealing ","3"
"R_3KDtAKvKLOWjEXv","Unsure of any recommendations to improve the robot","3"
"R_2DeD2N9iYAlgFWa","I think it would be an improvement if the robot moved more quietly. A slightly smaller robot might make it easier to focus on the chessboard.","3"
"R_8b8Nj6a65ees73X","Use a more natural, expressive voice with adjustable tones and personalities to suit different users.","3"
"R_2DOoeu5zDyU5D71","I would try and make the robot movements' noises quieter because I imagine they would get quite annoying.","3"
"R_32MZ0vNUSs3kLpT","I don't have any opinions on the robot's performance.","3"
"R_5Xp1F4UcYa27Mrw","Make it more humanistic in appearance ","3"
"R_2Ojyo5KqGVpZdjA","Make it slimmer more appealing to look at. Show stopping AI","3"
"R_6b2k5HhcR48TQbp","no. i am not in robotic. but if the robot had an expressive face. interacting with him would be even more entertaining","3"
"R_8pYwwfRWbjRwqGp","Not much but l believe it can be improved  aesthetically and make it more pleasing to the eye.","3"
"R_2rwhsAswKMjLcmk","Maybe change the colour of it","3"
"R_2TC9gdJ2EQ5oNBU","make it less annoying","3"
"R_2g2BqCEHtiZ3L79","Robot could be smaller it seems too big","3"
"R_1wJBwGZVotQpKDf","Improve the look and sound of the robot.","3"
"R_5m1kMdKzseAVskh","Implement better grip mechanisms to prevent pieces from slipping or being dropped","3"
"R_2dGS6p0NbuoMygy","Maybe make it less 'stiff' use a more human voice.","3"
"R_8dFmIx67eUUD6Kr","Make it look nicer, less robotic","3"
"R_2gRZdCjsPmtFJjj","Maybe try and make the movements faster, waste less time but otherwise. perfect","3"
"R_2KC0RFdUramxPuP","Not really but it could perhaps be slightly quieter when moving.","3"
"R_8fwtFUXaVbNvqUi","Maybe some extra features /skills","3"
"R_3ITm4a9ZyNUoeIh","It will have to compete against the smart chess board. ","3"
"R_8zwGhfwBJ6MN3Nb","It's appearance is off putting.","3"
"R_7QlrwNG9tEAo7hn","Have it hold itself without needing a clamp.","3"
"R_25A54qUELgAGZQx","The voice sounds unfriendly and lacks personality. ","3"
"R_8XplfR9QOknvNOV","A little less 'robotic' and more human like may be better.","3"
