PROLIFIC_PID,Q7_Response,Category
5980fff19bf4fe0001070984,"I feel that this kind of robot won't as it won't be one that humans can relate to easily. Such information is also easier to take in on a screen as well.",negative
676ac981e2fecf567b7882e8,"yes, it seems as they are being developed more and more every year and becoming smarter",positive
5f6473e39763ba026b5dd681,"Yes, AI is evolving so quickly I see no reason why robots cannot replace many computer functions.",positive
5e80e70d3c00ce7d6fdb69ef,"I don't think so, I think people will still be using screens on phones and TV's and tablet, so I can't see that disappearing within a decade.",negative
66451cf935a985828f197f7e,"Mayne but I'm really not sure because I know that maybe there could be some tech errors",neutral
67403d3b7cde841721af2cfc,"In some aspects yes for physical demonstration however the overall cost and benefits to do so are not strong enough as other existing and implemented technologies are already doing a decent job ",neutral
6765f787bf830acd8f0e3146,"I hope not, well not altogether atleast. It's very odd and impersonal. It's a clever idea but the one tone robot voice just makes me uninterested from the start. ",negative
668c893a3a9a1a960c28e9ad,"definetley if it gets more advanced and developed ",positive
67acc36bb2bce5d42a09f311,"Absolutely, this provides a clear, real-life situation and how the robot behaves/interprets data. Some students may have difficulties visualizing such concepts without a live model before them. ",positive
6757232b320eff279b48401d,"Yes. I think the rate at which technology, particularly AI is developing, this is a strong possibility. ",positive
66902beeac0559a80fe53186,"Yes as they are more interactive ",positive
664070b4d08d92e1c904a1e8,"I don't think so because I don't think within ten year people will accept it. It will take longer than that to condition people to accept these robots.",negative
66019f5e10adbe524f2a844a,"maybe so, they are still a bit clunky looking, so i think they would have to work smoother",neutral
5c37218fcae26e00013205ad,"Maybe, maybe not. I think screen-based computers with videos have the capacity to show show more content and nuanced details.",neutral
6760b44aeaf09fa9989fbea9,"no, , it would always be useful for people to see a map of what a computer is doing to understand the thought process.",negative
6765ef2feed02bfb60182ecb,"This robots could definitely serve as a replacement because of how it will be able to easily explain orally and also show how the concept works",positive
66848c71b12a3f302198fe9a,"I absolutely think they can replace convention screen base computers in a few years because people do not want to work anymore",positive
67609942b1a08f5011253235,"I think it could be a possibility but it seems very costly and I'm not sure what new or enhanced features would be added that it would be necessary to invest in these robots to replace existing computers that work fine.",neutral
67acc0f91e8161c28203590d,"Its possible yes, the prototype already displays a vision where one could conceive that this would be possible within the next 10 years. But it would likely take AI progressing as fast as it is now to achieve this.",neutral
671958d2cecf8774fb7fbc02,"Technically yes. But with the drive for ever more compact devices it would seem counter productive",neutral
6776816f12ad2c97726dd2ab,"No - I still think it is important for humans to have high rates of involvement in these scenarios.",negative
61080ed5ad0443de6c2125a3,"I believe they could help along side a screen based computer to help establish both a visual and kinetic means of learning for those that benefit over one or the other, however I don’t think a complete replacement would help in the teaching process. ",negative
5e7d11401ae8680ca60eed9e,"I don't think so because we can just use an ai system that doesn't take up too much space.",negative
5f0d7190d63c6a000996da50,"highly unlikely there is still a long way to go including affordability compared to computers ",negative
64f89479a4ddb9b06f033eb6,"Maybe, it is quite possible.",neutral
614fdfcd552f1cd4e0d8b8f5,"I hope not. AI in and of itself is a great tool, but the fact nobody Really knows how it works and that it IS making up it's own language..scary stuff. The termiinator coming to life for real",negative
5b57640fd574e30001c7124f,"In some way, the robot will probably still need more input to understand what is required in order to explain well to other people ",neutral
676aa442d14c0860ded4bacf,"Unlikely to replace screen-based computers given the current need for those computers which is unlikely to go away. The robots don't have the same reason to be scaled. ",negative
5f9932d4ae84ec000947a76c,"It would be nice, but probbaly not cost-effective to do, compared to screen-based learning. Screen are already widely available, and can deliver a wide range of content or services. ",negative
663025c8522376734fa5a4f1,"Probably, but seems excessive",neutral
6758b324af1be7595adda946,"Possibly. Very practical. But expensive.",neutral
5833b2d8df1e130001e1d805,"yes most definitely, i believe AI and robotics are the future",positive
5974a8a1cda9660001ee18af,"Yes, I think to have a moving object in the room would be very engaging ",positive
60f700e7e605e10389a64d70,"Yes, technology is moving so fast each yeah I can see them helping us learn so many different things ",positive
65a97afe116a650acc588c5b,"Yes because seeing a real world example in real life can give students a better and deeper understanding on certain more nuanced and complicated topics",positive
67a536701deb6e6c96611481,"Possibly, but screens are accessible at all times while robots may not be.",neutral
5b82e33f184f45000155f0ba,"Probably will yes, but they will get more interesting",neutral
6665d060960bfeaf504bf6ff,"Maybe, I think in that case they should be interacting with the viewers.",neutral
60490842aeed19aa5788451f,"No, I believe a human will always be better at explaining misconceptions that a robot may not pick up on",negative
6347c42aae670afaf618bb62,"I think so. But at the result of negative impact on humanity.  ",neutral
676adf9b2d8a4587f9c43751,"Yes as there is a decline in teaching jobs and also students are not learning with some teachers",positive
677447bda485d7dd50f6685c,"No, some students may not engage with a talking voice and instead learn by doing",negative
67659f675138c37705b42224,"Yes because it is much easier to understand with a real-life scenario as an example.",positive
63a799cde6527ca4f11bc7b2,"Possible yes with how technology is evolving and progressing ",neutral
66ce71626e082994aa84441d,"I think for certain things it can, however for some people working with a robot could be quite intimidating but over the next ten years we will likely get used to working with this kind of technology",neutral
5eaac092d8a78e0172680a0e,"It could be used to supplement learning. It wouldn't be a replacement as screen based computers have videos and more ways of learning such as various apps.",negative
5f68fe45f544c70bb0f525e6,"I don't think so, the expense would be too great. Robots would also need to be pitched to the receiving audience, ie not be too complicated to understand",negative
67606cf3669762a1cc96db8b,"They might as they could show more physical understanding of the topics than would be able to be shown through a computer screen, allowing the person using the understand more clearly ",neutral
5fef6eebbf7c822b2cff43e0,"No this robot is too advanced ",negative
67acfe5b14c571b898982f22,"Yes and no. Yes it would be nice to have a robot at hand but people seem to work, and learn better with actual human interaction. ",neutral
66abb9487518e84e9073fbb3,"Absolutely, people have different learning types, and robots like this can help simplify and explain things for people who would rather look and learn from a robot rather than other alternatives. ",positive
67ace45f30becfa3b483ac2c,"Yes, it's definitely can replace current screen based computers. It's going to be better as it can demonstrate the topics that it's explaining in an entertaining engagement way.",positive
66b8ffcab6a358181e9865cc,"No it is too expensive.",negative
6441204e8a1c0c51415ce0f8,"no you need human interaction as people see and understand things differently",negative
6775a7f00f919a4909298639,"No, as I don't think it is always necessary for a robot when a computer screen would give sufficient information.",negative
594a96b964c25300013dead7,"Yes it brings the explanation to life when the robot can move and describe its own actions and processes",positive
67acbb11d4d3ce0c5d61eef7,"I think for some people who are auditory leaners, this could be a great alternative to text based learning. That being said, as people learn in many different ways, I don't personally see robots such as this completely replacing screen based models.",negative
5d46daa91274770001916403,"They could because they are so advanced already.",positive
666d9692dac9d55d3f331401,"No, because while the technology is still developing fast, people get sceptical and end of the day, humans develope robots. ",negative
673c84306aed518ba4e6d01e,"I have no particular input on this issue. ",neutral
6760765e6a687b2878284f5e,"Partly but I don't think they could completely replace screen based computers. They could be an excellent replacement in technical areas. Especially demonstrating physical actions.",neutral
614e32cf6eacf837eb9d5c48,"The words spoken by the robot were concise and  understandable. But words alone would not be an ideal teaching tool - they should be accompanied by some sort of visual aid.",neutral
613e6364893dc0edb5e84806,"Absolutely, yes. They will be able to teach and instruct all subjects.",positive
57b27d847d42b700012dd055,"yes because a lot of advancement is coming in the next 10 years.",positive
6448501a005e0fe9d154fa89,"I'm not entirely sure. I think it would certainly help explain things because of the fact that it can express, through movements, what it's trying to explain. Like how humans use our arms etc to emphasise points. However having a screen can mean showing so much more to help visualise aspects of conversations and topics.",neutral
63d7b18eebaaaac354afdde0,"I think it would take longer to adopt such technology in the workplace ",neutral
655b66a54fed8fea8a342e40,"Sure they can. They are evolving fast and will a more common form of interaction.",positive
676596632513c937ab526caa,"I do partly believe so as some people are visual learners, and so seeing it happen in front of their eyes and described step by step may help students to learn more effectively.",neutral
66301c9c390de66737e2ae4c,"It would be too difficult to remove screens. Everyone on Earth gets their information from screens in some for and most do not trust robots.",negative
5d41507bd1c1bb00011c0e90,"I very much think so. I am cautious about them replacing human workers however in AI I believe they are perfectly fit and useful..",positive
67acadffc9af34039f2aaa0c,"Robots like this could be useful but I’d see this being way more advanced in 10 years so maybe they’d be obsolete. ",neutral
65a2a75121e5c36aa719a3fd,"They will to an extent, however, they will be significantly more expensive ",neutral
62853f0fcc7f1334c7f965f0,"Yes. By interacting with physical objects the robots represent human dynamics more easily and its operations can be more clearly understood.",positive
5e416065194a5639ef32326b,"They should be able to replace screen-based systems though it is unclear about the cost involved. An 8000-dollar robot doesn't seem as useful as a 30-dollar program",neutral
66427f0b55de60f109f6fdab,"No because that is very complicated",negative
65a606f7822585aa77d7b2f1,"I hope not - I think it gets rid of the written words for people to read to understand topics, could be used for kinestic and auditory learners",negative
66a3ac0c7093275627cde87c,"Not really, this is more expensive than computers, has little value to general personal users ",negative
65084a5ee9f095c9602252cb,"NO. I believe that being totally autonomous is against human nature, and humans want to preform tasks themselves to ensure there are no mistakes",negative
5ebac8f4b855e10507cfb343,"yes but robots like this can also be used in conjunction with screen-based computers as i think they both have their pros and cons",neutral
6786e4281434884e261362e1,"Potentially yes as it seems a lot more interactive. ",neutral
5df7f73b6d8cc7000a390c2e,"I think they can, but not in the time-frame. I think we're 20-30 years away from that",negative
678cccf35dc35d491d79287b,"That thought really scares me. Yes, I do think they will have the capability to replace computers- but at what cost? Are robots going to phase human reliance out of existence? I don't really know a whole heck of a lot about computer vision but I know that the technological advances in robotics is astounding.",neutral
671fb7534780312b6355a4c1,"Yes. 10 years is a long time in tech to get all the gimmicks in the right places to make robots feel more real and personal to everyone.",positive
6158efbedd66f692c944fd9e,"No because they move too quickly ",negative
6785fa0f218141572200a3be,"I think this is very possible and very exciting.",positive
65569cafdc6a3a8bf6d31671,"Yes if the cost is right but I think it is an unnecessary demo that can be shown on 2D screen already ",neutral
5c71a951d30a7c0001729541,"no, robots should not replace anything",negative
67657c32a1aa2f9cc7d9d42c,"No. Robots scare me. ",negative
59067e147a22a80001849720,"yes, I think robots with replace screen based computers",positive
5c093a3f600aff0001d7002c,"I firmly believe that in 10 years, it will have evolved so much that it will become more human-like. Its capability will be just as good or more advanced than we can imagine.",positive
6764aac86a6be53265dfaed0,"I do not think they could serve as a total replacement. Being able to showcase technologies like computer vision using a robot arm is more of an additional piece of equipment to help make people understand certain technologies in a more physical capacity.",negative
6653501881b7b5eff113a16d,"I think certain fields that require physical effort would be good areas to replace screen-based computers, however things that can be demonstrating purely through vision wouldn't be applications for robots like this",neutral
67acc7032e625a43376e7f61,"Yes, but I think it still needs human touch as it would be boring with only a robot",neutral
676ab6e8d3d98bb7f5865d13,"I don't think they could replace computers within 10 years. I think simple human input by touch/typing will still be relevant, and perhaps preferred by most people.",negative
67acd0613d7ac65fd6711f58,"While robots like this could make learning more interactive, they are unlikely to fully replace screen-based computers in the next 10 years. Computers still offer greater flexibility for complex tasks, but robots can complement education by providing hands-on experience and real-world applications.",negative
67acd11081be84b57f014775,"These robotic systems will improve hands-on education but cannot accomplish the complete replacement of screen-based computing technology during the coming decade. The use of computers represents an improved method of teaching advanced computational topics since they deliver flexible teaching approaches at reduced costs with scalable implementation for students. ",negative
640e2036e0ad54ebd72a767d,"I think it needs to be more fun if you are going to use it to teach kids.  Yes, the robot is cool, but he talks way above their level.",neutral
655a97bf4d75ee9bf7ab0794,"Yes, if done correctly this is possible. Actually seeing something in real life making real-life movements makes teaching easier. ",positive
676acfc70772c5c50145296a,"I'm not sure a robot like this one would replace screen-based computers. Computers seem much more versatile, capable of a wide range of activities related to a wide range of topics - they are more flexible to the changing needs of education, whereas this robot or similar ones seem more limited in their scope.",negative
669bdf1366bec6caf675341e,"Yes because it is interactive and you could ask it questions and it would answer.",positive
67084ae86c7329d1a13b625e,"I would not think so.  This robot is just a task oriented robot and could not replace screens.  To illustrate a few tasks that robot could do and why they are doing them is good for this type of robot, but i don't think it is capable of replacing screen based computers",negative
66c8b25c066e45c9b0e81d57,"In my opinion, it really depends on the costs. If the cost is low then I don't see why this cannot be an alternative. It also depends on how effective it is for students to learn this way. ",neutral
58fb83d9f3c0f100015d5c45,"Probably not because the screen based computers still will be cheaper version and probably 3d hologram will be more useful than robots for educational purposes ",negative
6773e628861b7f105b098cc6,"To teach people how things might get repaired or put back together. ",neutral
606cd35c0bb26a795b9cb148,"I don't think so. It would be too costly, and I don't think there will be enough improvement in the next 10 years where that will be necessary.",negative
676abe0387f2f0992312a5d5,"It could be a possibility, but some learners might find it more difficult to follow as they might be visual learner and need text to follow. It could work well for a kinaesthetic learner. ",neutral
6713bb6248cc2fd211952d7a,"Yes because visual learning is easier to take in and remember ",positive
66c8f1c6144b931694a3c736,"Depends on the cost mainly. Screen based computers are probably more diverse",neutral
58d7ab1b31506e0001447859,"Yes, with further development I believe that this is very likely to be the case as robots will be able to explain well and clearly, including tailoring their language and complexity to people of differing abilities. ",positive
66a773d4190ba4a8ec71d766,"Probably not. Seems slightly impractical, I still think a screen will be the dominant form.",negative
5dee651e58776a51569d31f3,"Yes because I think hands on models would be a better teaching aid than screen based ones",positive
676b3607e3a82d9b7534a092,"Yes, it could save time in terms of the computer booting process ",neutral
63a7a09cc50b61e23ab424ae,"For some people, especially those who are vision impaired, I can see that being very useful. But in general, I can't imagine people preferring a 3D object like a robot to screens. Part of that is because we haven't replaced books with something 3D.",negative
677580fb6d51edae18443c50,"Yes. They can offer hands on learning and teaching of technical concepts. ",positive
5bf461a20d079d00012a85a7,"I think probably not, but they could help enhance learning or more probably help with engagement of certain topics. The reason for not is due to the robot being able to demonstrate one or two specific parts of a topic where a screen can essentially show you anything.",negative
65ebb614d2f7accb27486117,"I guess so. The explanation was a little technical and it didn't really use any visual aids in exaining how it works. I think a screen based explanation could use more visuals in the explanation to make it clearer.",neutral
60ebaa55340060ab518419d0,"maybe i am not sure if it is practical",neutral
6765dd5fcf9a3ac2bbac6825,"This could help in a future. The question would be how much interaction you could have with the robot to ask question and explain wording and actions. If it is possibly then this could easier flowing passage of information. Intelligence and response of the robot would be crucial. As well as adapting the style when needed.",neutral
60feb622ae107ad3083ebde6,"Potentially, depending on the advancement of robots.  I think robots can be used to teach some technical topics, but not others.  Something like playing chess makes sense, but other more serious topics may not be appropriate.",neutral
65df89297f6db227b461a490,"Yes they could - BUT might be that screen or VR based alternatives will be more appropriate and lower cost?",neutral
60cd83946509ada9844efee9,"I think so. While this robot's explanation could be more comprehensive, it does a good job at clearly expressing what it does.",neutral
5d921a2e34fc500016df8e5f,"Not sure, I think in 10 years things will be more advanced than that",neutral
652d3d3c8e375878e83f43f3,"Yes, and there could also be humanoid robots that mimic teachers which would make it seem more natural",positive
66c62c2a76d4919685cd6767,"Yes as technology has been advancing very quickly",positive
67607e34fb2abbf20ec24851,"yes i think so because AI will become more intelligent. it already is very intelligent but will become more advanced and provide more services in line with what humans do now",positive
663b77db2898db3b8c1bceac,"Yes it could because this helps with the learning since in person and not on a screen",positive
6604ab13b9e324e7e8e6b78a,"I am not 100% sure, but I think they could replace screen based computers or at the very least augment them. The reason being that they would be able to physically show what the robot is doing and at the same time as it is doing it. I thing using robots also can have the appearance of being more interactive as it exists in the physical world, also robots are just cool.  ",neutral
614e34945dfd7dfcc9012760,"Yes, it is possible for robots to do such - if people can adapt and get used to such a shift. Not all humans may embrace such a change, even if technologically it is feasible and well more efficient.",neutral
671fac980d7f11166bbf4540,"Robots may enhance but won’t fully replace screens in 10 years; cost, computing power, and adaptability still favor traditional computers. ",negative
67693b69371357770f713607,"I think in regards to replacing computer vision I feel that it most likely will not be replaced as far as I am aware that it would be highly costly and it would require much more advanced infrastructure. Thus the benefits would out weight the costs and it was not be effective.",negative
676581279069e79bf8687db9,"Yes, this is because we are in a technology age and things are changing rapidly.",positive
67acbc44ee4a3968e78b0a0f,"I am not very knowledgeable on this but I believe that technologies like that develops rapidly and allows replacement of many different tools with the same or better functionality. So, yes I think it can serve as a replacement.",positive
6765afd290b2c9742461f78b,"Yes, only because there are a lot of health hazards to spending time on Computer screens in comparison to robots like this.",positive
664e60cf1299550a1e760378,"Yes  think it could and I think this robot demonstrates it well. I also think having something move, versus just watching something on a screen is more appealing, and would lead to more visual learning.",positive
66704fc73c3a498375d02afa,"Yes. This is a better demonstration than an on screen computer as it shows firsthand how computer vision happens, and explains while doing so through the speaker.",positive
605da0a3b78d54d78f618ba4,"Yes they could, as they provide practical demonstrations. ",positive
64e3603c61db77401d542a1f,"I believe it is possible as long as there is a practical component to the teachings. ",positive
60809a8a664ea7e88ebb9441,"Hmmm, hard to say. I think screen-based computing will always prevail on a lot of things. I'd rather look at a diagram on a monitor than watch a robot draw the same diagram on a whiteboard, for example.  While the chess bot is cool, I think the concepts would be easier for me to understand, personally, if I were just reading about them on a monitor.",negative
5f9ac21781712420577377a3,"I think it is possible because the robot is better at demonstrating practical aspects of a technical situation than a screen based computer is.",positive
6734064fd1bd8dafeeada197,"I think no because children prefer to use screens and it feels like a backwards step.",negative
65eafb38d4dbecee9b94fa0f,"Robots can replace existing screen-based computers. They can show how to accomplish technical tasks in 3 d and will be better able to simulate real-world scenarios. ",positive
6772f678a9f120cc81a9a022,"Yes. Because AI is gradually taking over different sectors of the world.",positive
62a1e2fd89e02622395cab4d,"Not a replacement entirely, but some times yes. It depends on what information is required.",neutral
5f540fc665e3b6148c04f10e,"yes, it seems to explain things clearly, and maybe voice is more accessible for 10 year olds. It also sounds unintimidating, whereas maybe children of that age would find written instructions a bit boring and intimidating, so it may be better in that way",positive
67acc067835160739cee6611,"No, I do not believe, robots do not have emotions ",negative
5a297877edcbca00015f351f,"Absolutely, especially with AI super intelligence, that could learn from the observers and make a tailor-made explanation that strives for maximize effectiveness in explaining the topic.",positive
659616d78c849893b09541ec,"It’s possible that robots like this could become more common as educational tools, but they are unlikely to fully replace screen-based computers. While robots can provide hands-on, interactive learning, computers offer greater flexibility for in-depth research, simulations, and large-scale accessibility. However, robots could complement traditional learning by providing a more immersive, real-world application of AI and computer vision concepts.",neutral
663a32f215dca829bc67bca9,"possible that robots can play a bigger role but high infrastructure and maintenance costs will likely limit widespread adoption",neutral
66c6683f6336ebf638da4db4,"I assume this question is with respect to explaining computer vision to students who want to know how it works in detail.  In my experience having a real, hands-on example of something to study is infinitely better than having a computer simulated version of it (I assume that is what ""screen-based computers refers to).  It is way more fun/exciting to be able to peek and poke at something in real life.  Having said that, In 10 year I suspect (fear?) that AI will be creating the bulk of the software in the world, including the software use in robots.  As a result I do not think that in 10 years there will be a need for a class on computer vision to educate students.",neutral
6608a996490b655a26134b44,"Yes, they would be valuable in showing real-world applications of technologies.",positive
5bcdaa50bdb0060001d4a4a8,"I DO NOT THINK THAT ROBOTS WOULD TAKE OVER COMPLETELY FROM EXISTING SCREEN COMPUTERS COS OF ETHICAL REASONS AND EMOTIONAL ATTACHMENTS  THAT PEOPLE HAVE CULTIVATED OVER THE YEARS. ",negative
66b7f7c21de82a46557aede8,"Sure, providing budgets are able accommodate it. A computer screen may not be able to speak, but it is cheaper, and I know that in most learning environments, budgets can be tight. The functionality of the robot would have to justify its likely much greater price point.",neutral
65e8ff784cc1b2fc71bc5368,"Most definitely, being able to watch in a three dimensionally is really helpful in memory and understanding a lot of things and could be adjusted to different versions of levels according to who this demo is being showed. At the same time, all in this life is not about technology and sometimes we need to exercise this ""muscle"" of our imagination and be able to grasp abstract things that makes us humans.  ",positive
5db61bd406bed2000e70c555,"I think there will be ways that robots can be used in preference to screens within the next 10 years, but I think that the mobility and personalization of a personal screen will be hard to replace.  There might be replacement in certain environments to assist in learning.",neutral
611be78d32ef41e54356a695,"no. robots cannot explain in the way a human can because robots learn differently ",negative
6650b007f34c780768bdf441,"If you mean that people would asked robots with voices to explain things instead of reading about them themselves... my answer is maybe. I'm sure those will exist--the kind of do already, with Siri or Alexa, but in my experience those types of programs are less helpful than manually looking on a topic on your own and reading about it (or watching a video) to learn about something at your own pace, in a way that works best for you. It's much easier to go back if you clicked the wrong link than to wait for the robot to finish its explanation if it's talking about the wrong topic; a screen also shows you multiple options at a time, but a screenless robot can only talk about one thing from one source.",negative
676d7134ab51a08f2da51251,"Using robots to teach technical subjects like computer vision offers exciting potential.  Hands-on learning with robots could be more engaging and effective than screen-based methods, bridging theory and real-world applications. However, challenges include cost, complex software development, curriculum integration, accessibility, maintenance, and scalability.  While promising, widespread adoption requires addressing these hurdles.",neutral
603ed5d8d98e95fc0e0a67a9,"Not sure but scientists are working hardly to improve the quality of robots ",neutral
663672e8441b795aef8f240b,"yes possibly.it explains how it works which is a question lot of people have already and with the above vidieo it does that quite well",neutral
581d50e882c5aa000132ce4f,"I am not sure if it would replace existing methods but it may be a larger alternative than it is now.",neutral
6466249c27b5e4161f763c32,"i think so cause of how advance this robot is  it can help teach newcomers on how to adept to new technology.",positive
6565f3239d4b3557933760d3,"I don't think it will replace existing screen-based computers because I think it will cost too much.",negative
671c3d285a9935e94b301b7d,"Yes I believe that is very possible! As some people tend to learn better when it is an more Hands-On experience, or when they can visually see the representation of the proper way(s) to do, and accomplish certain tasks, problems, & experiments! This is all of course if within the next 10 years we do make some prominent advances in ai and it being able to work with physical robot in-pairs without negative side effects so to speak.",positive
66e784f4fbbea5080adb18df,"As fast as AI is improving and evolving, I can see this happening in the next ten years if we put in the certain parameters to control it. We don't need any rogue A.I.",positive
667439c6372889c378fc8bdb,"Maybe, but I find the voice to be irritating. I prefer more humanlike voices where the intonation and cadence is more natural.",neutral
5f26ec9f2bb1e2489558f4fd,"I’m not sure, it depends on the practical usage. This particular robot seems to have a very specialised knowledge, whereas a screen based computer does many different things.",neutral
5dd5e27fe25acf59990e1adf,"I think it may be able to replace. It's good to be able to see and understand things with a 3d model. It makes visualization much easier. I think it is also more entertaining to watch",positive
60c5165878a82f763c29536a,"yes as Instead of passively reading or watching videos, you could engage in interactive conversations. ",positive
653ad51a96ba72b4243e5c07,"Yes definitely. In 10 years time robots would be cheaper to get and place in classroooms and wil be much more engaging for students to learn from it.  ",positive
6658d105095fc1ce71c51d57,"Yes as technology advances I believe there will be a market for this type of computer based replacement. ",positive
64403305213136974ed0f67a,"probably yes. i think it will be very useful for physical demonstrations of concepts",neutral
60a272d70db564387c61ede5,"Maybe, they look to be able to work out what is in front of them better.",neutral
6605c26803e0ed0bb5cdd951,"Not sure that this can replace computers",negative
5db0beac226daa0011acfb98,"Could be, why not? Within 10 years robot quality might be really good, and the boom in AI could probably spurs the investment and development in robotic fields. ",neutral
64fe4015250d9972529f7d10,"No, they are too bulky",negative
