StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Group,,,
2/12/2025 22:39,2/12/2025 22:45,100,321,True,2/12/2025 22:45,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,"It's very complex, which would make it too expensive for schools. You don't need a physical robot for this, although it might be more effective. The technical quality is good. It has a very robotic voice, and loud movements. ","You might make the voice more human, and make the robot's movements less noisy, and mechanical. ","I think that's too early, and it would be too expensive. We'd use other less expensive methods, like a video. ",Probably yes,,,,,,38,Female,Some University but no degree,Moderately,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:36,2/12/2025 22:45,100,555,True,2/12/2025 22:45,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably yes,The robot seems to move smoothly and explains in detail how it is learning to use the chess game.,Maybe use different voices for different scenarios so people can relate more to the robot.,Maybe in some scenarios but not all. I think it would be good to teach certain visual to people in a classroom as addition to screens.,Probably not,,,,,,,,,,,44,Female,Secondary,Very,Extremely,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Thank you for the study.,1,,,
2/12/2025 22:40,2/12/2025 22:46,100,330,True,2/12/2025 22:46,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,,,,,,Probably yes,"very loud and very large machine to have inside your home, looks like it would also be expensive to fix which may make people not purchase","make it smaller, takes up a lot of space","maybe if you are already into playing games but i dont think tv watchers are playing chess instead, not really the same way to spend free time",Neutral,28,Female,Secondary,Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:41,2/12/2025 22:46,100,329,True,2/12/2025 22:46,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely not,It is extremely detailed and articulate for a robot.,If you actually want to sell it to schools it needs to be cheaper and way more simple. That is a whole robot with massive amounts of technology required to operate and upkeep. A public school teacher will be lost.,No. It is too expensive and usually only serves a couple purposes. why would I want  a chess robot over a Ipad that can do the same and everyone else.,Definitely not,,,,,,24,Female,Primary,Moderately,Not at all,No,Not at all,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:40,2/12/2025 22:46,100,382,True,2/12/2025 22:46,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,The technical quality of the robot is impressive. A positive aspect of the robot is that it can provide you with entertainment. A negative aspect of the robot is that it could cheat and be unfair.,"I do not. I think that the robot is very well equipped, and can provide significant entertainment and knowledge.","Yes I think so, it is already common for robots to preform human's jobs. In 10 years it will only be more advanced.",Probably yes,18,Female,Some University but no degree,Not at all,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,N/A,3,,,
2/12/2025 22:37,2/12/2025 22:46,100,522,True,2/12/2025 22:46,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,I think the performance was great especially with vocalizing and visualizing what it was demonstrating. ,"No, I do not have any recommendations. ","Possibly, but I think people could benefit from learning from both.",Definitely not,,,,,,,,,,,38,Female,Some University but no degree,Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,1,,,
2/12/2025 22:40,2/12/2025 22:47,100,385,True,2/12/2025 22:47,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,Seems very precise and able to explain in a fairly easy to understand fashion.,I do not have any recommendations for this model.,I do. I feel that their are various situations were have to read something on a screen does not explain as well as a person point things out. A robot like this could replicate that experience.,Probably yes,,,,,,,,,,,29,Male,University - Bachelors Degree,Very,Very,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,1,,,
2/12/2025 22:42,2/12/2025 22:47,100,273,True,2/12/2025 22:47,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Definitely yes,"The smoothness of the movement mirrors that of a human, which would be nice to play against. Whereas the person playing against the robot may be discouraged becuase of its ominous physical appearance",Make it look more approachable.,"yes, because our society desires more hands-on forms of automated entertainment.",Neutral,21,Female,Some University but no degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:42,2/12/2025 22:48,100,399,True,2/12/2025 22:48,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,The robot seems to be of good quality. It's explaining things quite well.,"Maybe explain things in more laymen's terms. This may be difficult to understand to some younger people, or older people for that matter.","Maybe. I don't really know what your asking. I think computers will still have a place in educating people in 10 years. I'm sure robots will also have a role, but not sure they'll be a replacement for computers altogether.",Definitely not,,,,,,,,,,,40,Male,Vocational or Similar,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,1,,,
2/12/2025 22:44,2/12/2025 22:49,100,285,True,2/12/2025 22:49,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Probably not,"The robot is obviously well able to move pieces on the chessboard. However, when it is talking about exerting influence on the the d5 square, it seemed to be trying to point, but it wasn't clear which square it was pointing to.",Maybe a laser pointer to emphasize different squares that it's talking about without having to touch the board.,I don't see anything that this adds to a computer based model that a human wouldn't do better. It seems like everything required could either be done by a screen based computer or an actual person.,Definitely not,,,,,,32,Female,University - Bachelors Degree,Not at all,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,,2,,,
2/12/2025 22:46,2/12/2025 22:49,100,191,True,2/12/2025 22:49,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably not,"Good robot, nice movement. can explain moves","make the robot explain in a better way that the child can understan d, try trial and eroror witht he child to demonstrate principles","yes, bcus someone will code em better, and teach better",Neutral,,,,,,21,Male,Some University but no degree,Very,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,I prefer not to respond,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:44,2/12/2025 22:49,100,322,True,2/12/2025 22:49,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably yes,The robot is a good size.  Would be good in a school library.  To not bother others around it would be good to have headphones.,A little smaller.  More humanized voice,not replace... computers can go with you anywhere.  They are more handy.,Definitely not,,,,,,46,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Not at all,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,I prefer not to respond,Humans surpass machines,I prefer not to respond,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,,2,,,
2/12/2025 22:44,2/12/2025 22:49,100,292,True,2/12/2025 22:49,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Probably yes,The technical quality of the robot is astounding as it's able to mimic the dialogue and quote from the movie while performing the move itself. It isn't messing up the move at all and seems to be precise in the actions it does.,I don't have recommendations really,I don't think so because shows/movies have many elements tied into it and don't employ just 1 element of entertainment for us at a time. It wouldn't be enough to capture our attention and take away tv/,Neutral,25,Male,University - Bachelors Degree,Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,"the portion of the survey with humans vs robots for tasks was confusing. Not sure if we pick one option for all 11 questions, or if we actually picked either option for each one.",3,,,
2/12/2025 22:43,2/12/2025 22:49,100,357,True,2/12/2025 22:49,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Probably yes,The whirring was a bit loud but otherwise it looked as if it moved smoothly and precisely.,Reduce whirring noise. Maybe change the shape a bit? I am not sure what would be better exactly but it looks like a microscope. ,"Not entirely, it might be able to play games or talk to you but it's not passive like television. Sometimes you just want to sit and not think.",Probably yes,60,Other,University - Bachelors Degree,Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,it was an interesting topic,3,,,
2/12/2025 22:42,2/12/2025 22:49,100,441,True,2/12/2025 22:50,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,"The quality of the robot is impeccable. Its simplicity is its most positive aspect. A chess robot needs only be able to move the pieces, nothing fancy is added.",None. The robot has everything it needs to do the task it is programmed to do.,"Probably not. While the robot is interesting and may have its uses, computers are already widely available and convenient. This robot is specialized to do just one thing, while a computer is good for many.",Definitely yes,,,,,,33,Male,Some University but no degree,Extremely,Moderately,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,I have nothing to add. I enjoyed my time taking this survey.,2,,,
2/12/2025 22:38,2/12/2025 22:50,100,737,True,2/12/2025 22:50,EN,0.899999976158142,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,Yes,,,,,,Definitely yes,"The robot appears well-designed with precise movement and good integration with the chessboard, making it suitable for automated gameplay or teaching. However, it may lack human-like dexterity and could be slow in executing moves, which might affect real-time gameplay efficiency.","optimizing its movement speed and grip mechanism would make interactions smoother and more efficient, improving the overall user experience.","Within 10 years, robots like this could complement but not fully replace screen-based computers for improving chess skills, as digital platforms offer faster analysis and deeper strategic insights. However, advancements in AI and robotics could make physical chess-playing robots more interactive and engaging, especially for education and hands-on learning experiences.",Definitely yes,,,,,,31,Female,University - Bachelors Degree,Extremely,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,No comments,2,,,
2/12/2025 22:45,2/12/2025 22:51,100,336,True,2/12/2025 22:51,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,Probably yes,The voice is very robotic but the operation is clear plus the guidance of the next steps,Maybe use a more human voice.,"Yes. The field is really coming up. It is very likely that we will even own then in our homes, having to require license for one.",Definitely yes,,,,,,44,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Not at all,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Very good survey,2,,,
2/12/2025 22:47,2/12/2025 22:52,100,317,True,2/12/2025 22:52,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,It explains which is a positive ,The rotating head cut my attention and I believe it should be improved not to hit a player when the robot is playing with a human ,I believe it can work with a human interaction. I believe the place of human interaction should not be removed to learn chess,Probably not,,,,,,37,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Slightly,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,None at the moment ,2,,,
2/12/2025 22:47,2/12/2025 22:52,100,325,True,2/12/2025 22:52,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Probably not,The movement was a little noisy.,make it quieter. The noise is distracting. ,"Perhaps. I am not sure the verbal instructions alone are as good as the visual with diagrams. On the other hand, there is value in looking at the board in the normal way. ",Probably yes,,,,,,66,Male,University - Bachelors Degree,Moderately,Extremely,No,Slightly,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:48,2/12/2025 22:52,100,247,True,2/12/2025 22:52,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Definitely not,the robot voice is too monotonish for entertainment purposes,the voice needs some semblance of emotion infused,no. people want aspirational characters and robots are not,Probably yes,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:40,2/12/2025 22:52,100,750,True,2/12/2025 22:52,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Definitely yes,The voice is clear and understandable. ,The robot could be more personable than instructional at times when appropriate ,This robot cannot replace because people have questions and may need something explained again unless they can make it respond to human responses ,Probably not,,,,,,,,,,,55,Female,Some University but no degree,Moderately,Slightly,No,Slightly,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Interesting how many questions a machine can do better than a human on this survey ,1,,,
2/12/2025 22:49,2/12/2025 22:52,100,211,True,2/12/2025 22:53,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Definitely yes,The robot looks to be built properly and I enjoyed the audio commentary as well. It may also scare off young students though.,My only recommendation would be to make the robot appear more friendly to children.,"Yes I agree, if society can develop an open-minded standpoint on the use of technology.",Definitely not,,,,,,,,,,,26,Male,University - Bachelors Degree,Very,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,1,,,
2/12/2025 22:44,2/12/2025 22:53,100,520,True,2/12/2025 22:53,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Neutral,I think the AI robot moves swiftly and can make moves on the chess board. ,I do not have any recommendations. ,I do not think we are there yet with artificial intelligence in the next 10 years. ,Definitely not,45,Male,University - Bachelors Degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:47,2/12/2025 22:53,100,333,True,2/12/2025 22:53,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Neutral,"I think young ones would tolerate it more than I do, it just seems unnecessarily robotic. Same thing could be done in a less robotic way.","Have a talking frog, with no arms, gives instructions on how to move the pieces, which become illuminated and ask the young player to do the physical work for both players",I don't like the idea because of the above reasons. ,Neutral,,,,,,71,Male,University - Bachelors Degree,Moderately,Moderately,No,Moderately,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:49,2/12/2025 22:53,100,274,True,2/12/2025 22:53,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Probably yes,the voice of the robot sounds very human like and its intelligence is impressive as it communicates.,no I don't have any recommendation other than for the robot to be more visual.,"yes and no, depending on the person and visual concept.",Neutral,18,Female,Primary,Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,it was a great survey!,3,,,
